b	家
pkrp	棟 棶 樑
pkrl	橞
pkrk	桓
pkrj	椻
pkrc	槫
pkrr	梜
pkry	梗
pkvg	樲
pkwj	框
pkyd	椡
pkyt	桎
pkyj	枢
pkyr	樉
phbc	梤
phpd	梸
phph	楸
phps	㰀
phpr	楿
phmb	楨
phmf	櫋
phms	橰
phfn	楀
phdd	桃
phdt	橎
phdv	椯
phtb	欑
phtm	櫨
phtf	梏
phtl	櫖
phnt	構
phnl	樬
phnk	樐 櫷
phns	樝
phnr	桢
phlf	欈
phls	枠
phlw	槯
phgg	柉
phgv	楡
phkf	樸
phkk	榿
phkv	欉
phkw	檏
phhf	檆 櫿
phht	橩
phhh	橯
phjh	柹
phqc	榭
phzg	梃
phsf	栝
phsk	棰
phrb	梎
phrp	槕 檪 櫟
phrl	梣
phrq	梍
phrs	槪 槔 楾 槹 橷
phrr	棉
phrw	檄 楻
phvz	槌
phwy	榩
pjmj	栬
pjmr	檜
pjfd	椧
pjft	欃
pjfr	檢 検
pjfy	蚻
pjnc	棆
pjlb	樌
pjlg	栂
pjlc	椽
pjly	欚
pjgp	榤
pjgm	桝
pjgd	栁
pjgg	栘
pjgs	榊
pjgv	桞
pjkn	櫸 欅
pjks	椴
pjkr	橹
pjqp	櫯
pjqd	榆
pjqk	櫭
pjqs	概
pjqr	櫓
pjxm	棦
pjxs	檓
pjcn	檞
pjcj	桅
pjcw	檐
pjsk	检
pjsr	槠
pjvq	橪
pjvs	槲
pjyx	紮
pqbg	栊
pqmm	棩
pqmn	栫
pqmh	枒
pqff	槗
pqxq	楕
pqcp	欁
pqcd	檂
pqsr	橬
pqvg	柭
pxbv	梫
pxmb	檟
pxmm	橚
pxmt	橊
pxms	棣
pxfk	櫮
pxdz	櫏
pxng	楗
pxnr	槚
pxlf	梧
pxkb	槓
pxkv	桏
pxhf	桾
pxjf	桰
pxjd	棖
pxjg	柢
pxjr	棔
pxxx	榋
pxxc	樳
pxxs	樛
pxxr	槢
pxxw	櫂
pxvd	檦
pxvq	槱
pxvx	標
pzbm	橓
pzmb	櫝
pzmv	柞
pzff	橲
pzft	檯
pzfc	樹
pzdf	椥
pzdd	櫤
pzdj	柂
pznw	栴
pzln	桴
pzlg	梴
pzlc	檮
pzlw	権
pzgv	楥
pzhs	鬱
pzjd	櫛
pzjg	梅
pzxl	檼
pzzh	榣
pzzx	櫾
pzcb	檱
pzsq	橅
pzsr	橁 櫡
pzrw	椱
pzwt	樦
pzyd	榽
pcbc	檬
pcmq	櫗
pcfq	椷
pcfs	欟
pcfw	權
pcnb	橛
pcnd	楧
pclb	椛
pclh	枥
pclj	枙 欍
pclq	櫵
pclv	檴
pckb	橫
pckp	楪
pckg	樠
pckh	榵
pckj	枻 櫙
pckz	櫣
pckc	橱 欂
pcks	樺
pckv	槿
pchm	櫪
pchx	榞
pcjf	榙
pcjx	櫒
pcqf	楉
pcxm	櫹
pcxq	楲
pczc	櫉
pccn	櫔
pccq	欌
pcsb	棋
pcsf	楛
pcst	樭
pcsl	檧
pcsj	椹
pcsq	槭
pcsx	櫀
pcsr	槆
pcrd	模
pcry	橗
pcvp	楳 欗
pcvd	桭
pcvc	槈
pcwm	樥
psbn	桲
psmd	楔
psml	櫘
psmx	槥
psfp	橖
psft	檔 樘
psfh	橕
psfq	欓
psfx	橭
psfs	𣗋
psfy	楜
psdp	椈 龾
psdh	樯
psdz	梉
psng	楠
psns	植
psld	椟
pskn	榉
psks	桄
pshh	梑
pshc	梼
pshv	梆
psjg	桚
psqk	枾
psqj	栲
psqr	楮
psxv	椒
pszg	橶 檊
pscb	橨
psrp	榛 樔
psrd	楱
psrn	棒
psrh	檣
psrj	樁
psrr	椿
psvl	楤
prbb	棍
prmd	厀
prms	桼
prmv	槾
prfx	樓
prfw	櫢
prtc	榯
prlf	梒
prll	棯
prlg	柃
prlj	枪
prkp	皶
prkq	鸉
prkc	棏
prkv	楊 樶
prxf	槍
prxx	榻
prsj	楬
prss	榥
prrt	桽
prrq	櫼
prrr	橸
prvy	桧
prwn	檎
pvmb	樍
pvms	柡
pvkp	樄
pvkc	橼
pvqq	橢 椭
pvxb	歀
pvxs	隸
pvzm	槛
pvzj	榄
pvvp	欄 槡
pvvf	櫚 櫊
pvvj	櫩
pvvr	橺
pvvv	棳
pvvw	橍
pvvy	橌
pvyx	榡
pwbm	楟
pwbc	檺
pwmd	櫰
pwfd	欀
pwdv	櫅
pwnf	槁
pwlm	梈
pwln	椁
pwlv	槨
pwlw	棭 橔
pwhp	檁
pwhk	檀
pwhx	檩
pwjd	橠
pwqm	栙
pwsm	桻
pwsz	槰
pwsr	櫧
pwrd	榱
pwrs	椊
pwym	橀
pwyt	槒
pwyn	樆
pwyh	梳
pwyq	棛
pwyr	核
pybw	梭
pyps	榝 樧
pymq	櫄
pyff	橋 櫺
pyfk	欞
pydh	橳
pyds	桳 椮
pydv	棴 檽
pynw	椶
pylh	柪
pygg	棧
pygy	欛
pykj	梬
pyks	桡
pyhn	桙
pyqq	橇
pyqr	桸
pyxp	棅
pyzm	檻
pyzs	欖
pysc	櫞
pysr	檰
pyvt	樫
pyvj	樗
pyvy	橒
pyyp	棥
pyyf	礬
pyyd	樊
pyyn	攀
pyyh	燓
pyyj	檵 鐢
pyyq	機
pyyc	欎 欝
pyys	槮 鬰
pyyy	蠜
mbbp	賝
mbbm	貯
mbbx	賩
mbbz	賱
mbmb	貲 賏 贔
mbmh	罌
mbmj	鑍
mbmq	鸚 鸎
mbmx	嬰
mbmw	甖 譻 贁
mbfm	賗
mbff	啙
mbfl	贃
mbdm	賹
mbdf	砦
mbdk	賆
mbdh	賺
mbdj	貤
mbdr	贈
mbtq	賳
mbnb	賟
mbnm	賵
mbnf	賙
mbng	賕
mbnq	鴜 鵙
mbnr	赀
mblb	贚
mblm	矃
mblf	賠
mblw	雌
mbly	賋
mbgt	賍
mbgg	賘
mbkb	瞚 矉
mbkm	眝
mbkk	睻
mbkj	盻
mbkq	賊
mbkz	睴
mbkc	賻
mbky	蠈
mbhm	賉
mbhf	貼 贌
mbht	購
mbhg	貶
mbhh	賧
mbhv	貹
mbjp	賖
mbjk	𫚖
mbjj	睕
mbjq	鮆
mbjw	贍
mbqq	賄 贆
mbxm	贐
mbxd	賬
mbxg	貾
mbxz	贉
mbxs	賿
mbzb	贖
mbcd	賑
mbcn	贎
mbcq	贓 贜
mbsb	贘
mbsf	瞎
mbsn	賯
mbsq	賎
mbsr	賭 賰
mbrf	賶
mbrn	歶
mbrl	瞑
mbrg	飺
mbrx	賒
mbrv	賜
mbvg	賦
mbvx	祡 骔
mbvs	睆 貦
mbwf	賂
mbwt	貥
mbws	賥
mbwr	賅
mbyf	貽
mbyg	賤 戝
mbyx	紫 瞈
mbys	贂
mbyw	賐
mmbk	瞾
mmbq	鷪 鷶
mmmd	奰
mmnq	鶥
mmlg	戵
mmlq	氍 鸜
mmlv	矍 𨟠
mmlw	瞿
mmhb	頻 颦 顰
mmhh	步
mmhr	频
mmvg	骥
mmvz	遝
mmvv	眔
mfms	瞡
mffp	矂
mffl	瞣
mfsb	瞶
mfsr	瞆
mdpm	瞵 𬴊
mdpn	歯
mdpg	齢
mdpx	䁖
mdpz	瞇
mdmb	頉
mdmg	罘
mdmk	𬳵
mdmr	罾
mdfj	睠
mddx	瞭
mdtt	睳
mdns	麺
mdgh	睇 罤
mdkm	骑
mdkd	眹
mdkn	眻
mdhw	矀
mdrj	罨
mdrz	瞛
mtbt	睦
mtbw	睖
mtfd	瞏
mtfq	睵
mtdb	歝
mtdg	睪
mtdq	鸅
mtdw	斁
mttg	罫
mtqb	黷
mtqm	黸
mtqf	點 黠
mtqd	黩
mtqt	墨 黫
mtqn	黭
mtql	黔
mtqg	黟 黓 黣
mtqh	黝
mtqj	黥 黗 黤 黦 黮
mtqq	默 黬
mtqz	黰
mtqc	黜
mtqs	黪 黕 黖 黲
mtqr	黯
mtqv	黚
mtqw	黢 黵
mtym	瞌
mtyq	罴
mtyx	骡
mnpk	睏
mndk	骃
mntf	睭
mngb	睓
mnsk	驷
mlbs	骅
mlnk	凹
mlns	兕
mlld	睺
mlgf	瞲
mlgd	睽 骙
mlgk	瞪
mlgc	罞
mlkb	矓
mlkz	瞕
mlkr	罯
mlkv	瞳 罿
mlkw	瞰
mlrr	眾
mlvs	睩 𫘧
mlwq	瞧
mgmq	羈
mgmv	睱
mgmy	矚
mgdm	羇
mgnq	鳪
mgld	眽
mgln	骣
mgls	眿
mggb	矌
mggq	睙
mggx	骟
mggc	骗
mghn	瞩
mgxf	瞊
mgsm	瞃
mgvc	罻
mkmk	凸
mkfd	睘
mkfn	鹮
mkfj	瞘
mkfq	罭
mkfx	翾
mkfz	還
mkdp	睐
mknl	矖
mkng	骊
mknj	盹
mkgj	歫
mkgr	眱
mkhc	骤
mkhr	鿃
mkjq	眓
mkxz	睫
mkcn	豳
mkrp	睞
mkwj	眶
mkyt	眰
mkyj	驱 眍
mhpl	矁
mhph	瞅
mhmf	矏
mhdd	眺
mhtm	矑
mhts	𬳽
mhnl	骢
mhnq	睋
mhgg	眨
mhkf	瞨
mhsk	睡
mhrf	矈
mhvx	辪
mjmr	瞺
mjmv	瞍
mjfb	巼
mjfr	瞼
mjdl	鼎
mjnc	睔
mjnw	矎
mjgf	眳
mjgg	眵
mjgz	逻
mjqd	睮
mjxm	睁
mjcw	瞻
mjsk	验 睑
mjsv	郻
mqbb	驞
mqbg	眬
mqbx	騌
mqbs	馾
mqby	騩
mqmg	驛 驥
mqmq	騳 驫
mqfm	馽
mqfq	駽
mqfs	驒
mqfy	駛
mqdm	騎 駲 驎
mqdd	騚
mqdg	駄
mqdk	駢 駓
mqdj	馳
mqdq	驣
mqdx	駾
mqdr	驓
mqtl	騦
mqtg	龭
mqtq	驖
mqtx	騾
mqts	驍
mqty	颿
mqnf	駉 騆
mqnd	駚
mqng	馺 駵
mqnk	駟 駰
mqnq	鶪
mqns	駔
mqlp	騥
mqlm	騛
mqlf	騯 驈
mqld	駃 駠 騤
mqlt	騮
mqlz	騿
mqlc	駙
mqls	騄 驋
mqlw	騅
mqly	駮
mqgp	驧
mqgf	駶 騧
mqgn	驏
mqgg	馿 駅 駺
mqgx	馸 騸
mqgc	騙
mqgv	騢
mqkp	駷 騋
mqkt	駤
mqkl	驪
mqkh	駬
mqkj	驅 駆 駏
mqkq	駥 駴
mqkc	驟
mqks	駍
mqkr	馷 騻
mqhm	驢
mqhf	驨
mqhd	駣
mqhl	驄
mqhg	騈
mqhk	驉
mqhq	馲 騀
mqhs	駪 騡
mqhr	騬
mqhw	騜 驜
mqjp	駼
mqjd	騟
mqjr	驗 験
mqjv	騪
mqqg	駀 駹
mqxm	驌
mqxt	驑
mqxg	騝 龮
mqxx	驃 騕
mqxz	驔
mqxr	騽
mqxv	駸
mqzp	驝
mqzd	騱
mqzg	駳
mqzj	駞
mqcb	騏
mqcf	駋
mqcq	驠
mqcx	騵
mqcz	騲
mqcs	驊
mqcv	騹
mqcw	驩
mqsf	騞
mqsl	騘
mqsh	騊 騶
mqss	駫 騨
mqsr	駨
mqsv	馶
mqrb	騉
mqrp	騍
mqrf	騇
mqrl	騐
mqrg	駖 駻
mqrj	騔
mqrx	騴
mqrz	騠
mqrs	駗 驆
mqvy	騷 騒
mqwf	駱
mqwd	驤
mqwt	駐
mqwk	驙
mqwr	駭
mqww	驐
mqwy	馼
mqym	驦
mqyf	驕 駘
mqyd	騃
mqyj	騁
mqys	馻 驂
mqyw	駿 騣
mqyy	駁
mxbv	骎
mxmb	骕
mxng	睷
mxjl	眄
mxjg	眡
mxjr	睧
mxxw	矅
mxvx	瞟 骠
mzbm	瞬
mzbw	瞹
mzff	瞦
mzln	罦
mzxm	睜
mzsq	瞴
mzyd	𫘬
mcbc	矇
mcpz	𬺓
mcmb	龇 顪
mcmm	矒
mcmd	劌
mcmq	歲
mcmx	翽
mcfz	龊
mcfw	矔
mcdm	𬺈
mctt	睚
mcns	龃
mclv	矆
mcgt	龌
mcgx	龂
mckg	瞞
mcks	瞱
mckr	瞒
mchd	罽
mchn	龋
mchx	𫘪
mcjs	𫠜
mcqf	睰
mcxf	龉
mcxq	歳
mczl	龁
mccp	瞸
mccf	龆
mccn	矋
mcsb	骐
mcss	龅
mcrd	瞙
mcrg	龄
mcrq	𬹼
mcrr	羃
msmm	豔 豓
msmf	𬴃
msmk	豐
msmh	豒
msmj	艷
msms	淼 沝 覞
msmv	酆
msfb	歜
msfp	斀
msfd	劅
msft	瞠
msfq	矘 鸀
msfs	斣
msfy	蜀
msdp	麹
msdf	沯
msdw	覹
msnb	頮
msng	罱
msns	置
msnr	颒
mslm	沀
msln	覎
mslw	罹
mskg	濷
mskj	眠 罠
msqr	署 睹
mszh	𫘦
msrp	罺
msrr	睶
msyy	覐
mrfx	瞜
mrgs	罼
mrhv	睲
mrsv	睗
mrrb	齜 齔
mrrm	齮 齸
mrrf	齬 齝 齠
mrrt	齷 睉
mrrn	齒 齲 齵
mrrl	齕
mrrg	齡 齦
mrrk	齫
mrrh	齖 齺
mrrj	齣 齓 齛 齨 齶
mrrq	齘 齥
mrrx	齗 齭 齽
mrrz	齪 齞 齳 齻 齼
mrrs	齟 齙 齯 齴
mrrr	齰
mrrv	齚 齱
mrry	齩
mvbg	冀
mvbk	丠
mvbq	背
mvbz	軰
mvbv	邶 鄁
mvmb	歵 瞔
mvgy	骚
mvvr	瞷
mvvv	罬
mvvw	瞤 矙
mvvy	瞯
mwfd	骧
mwrs	睟
mwwm	鬥
mwwg	鬨
mwwk	鬮
mwwx	鬬 鬭
mwwc	鬪
mwws	鬦 鬩
mwwr	鬧
mwww	鬫
mwyn	瞝
mwyx	羉
mwyr	骇
mwyw	瞮
mybw	骏 睃
mypm	骦
mymq	矄
mydb	頥
myds	骖
mylh	眑
mylw	矐
mykj	骋
myks	骁
myhn	眸
myqb	罷
myqq	羆
myqr	睎
mysq	羂
mysz	邏 羄
mysr	矊
mysv	歱
mysw	羅
mysy	鿡
myyn	幽
fbbk	啌
fbbh	嘧
fbbc	哛
fbbs	哔
fbbr	喈 噾
fbbv	鿽
fblm	嚀
fbkm	咛
fbkk	喧
fbkz	喗
fbhd	哝
fbht	噻
fbhn	哰
fbhq	咤
fbjj	啘
fbjx	嚓
fbsf	嗐
fbvs	唍
fbwf	喀
fbyg	嗲
fbyx	嗡
fppx	噤
fpfp	槑
fpgx	唽
fpsf	喖
fprk	喳
fmbb	蹞
fmbp	喍
fmbm	蹿
fmbh	勛
fmbj	嘴 踠
fmbq	鶰
fmbx	踪 嚶
fmbs	跸
fmbr	囎 蹜
fmbv	鄖
fmby	躥
fmpk	蹅
fmmb	嘪 嚬 跐
fmmh	踄
fmmj	跁
fmmz	嚃
fmmr	踏
fmmv	躩
fmmw	躣
fmmy	躅
fmfb	蹪
fmfp	躁
fmfz	踀
fmdm	踦 蹸
fmdf	跖 踎
fmdn	噛 跘
fmdk	蹉 踫 跰
fmdj	跨 踡
fmdx	蹽
fmdz	蹤 嚺 跶 蹝
fmdc	蹲
fmdr	蹭
fmdv	躑 踯
fmdw	躨
fmtp	跺
fmtf	嚸
fmtd	踋
fmtt	跬 嚜 踛
fmtq	嘿
fmtz	躂 跿
fmtc	跱
fmts	蹺
fmtw	踜
fmnp	跥
fmng	趿
fmnk	跚
fmns	跙
fmlb	躘
fmlp	蹂
fmlf	跏 踣 蹢 蹫
fmld	趹
fmlt	蹓
fmln	踊
fmlk	蹬
fmlh	踴
fmlx	跞 踥
fmlc	跗
fmls	蹳
fmlr	蹄
fmlv	蹱
fmlw	踓
fmly	跤
fmgb	跜 躓
fmgm	踲
fmgf	踮 踞 跼 踻
fmgd	蹍
fmgt	躔 蹏
fmgg	踉
fmgq	蹠
fmgz	蹆
fmgc	蹁 躕
fmgr	踬 踖
fmgv	踱
fmkp	踈
fmkm	跒
fmkd	噮
fmkt	跮 踾
fmkn	趶
fmkl	躧
fmkk	踁
fmkh	躡
fmkj	距 踂
fmkz	踕 蹥
fmkr	跠 蹧
fmkv	蹑 踙
fmky	躎
fmhb	躦
fmhp	躒
fmhf	跌 蹼 跕
fmhd	跳
fmht	蹯
fmhn	踽
fmhh	踿
fmhx	踒
fmhz	跹 踔
fmhc	躆
fmhs	跣
fmhr	躜
fmhv	踹
fmhw	躈
fmhy	蹦
fmjb	躀
fmjm	踭
fmjf	跲
fmjd	踰
fmjl	跽
fmjg	蹴 啰 跢 𧿹
fmjj	跪
fmjq	蹨
fmjx	蹹
fmjc	踚
fmqg	跋
fmqr	蹛
fmxg	踺
fmxz	躚
fmxs	蹘 蹮
fmxw	躍
fmzp	踩
fmzm	躌
fmzf	踟
fmzd	蹊
fmzl	趷
fmzg	踇
fmzj	蹈
fmzc	躊
fmcb	蹶 踑
fmcp	蹀
fmcf	蹃
fmcg	蹣
fmcj	跇 踸
fmcq	噦
fmcc	蹰
fmcr	躇 蹒 躤
fmcw	躪 躏
fmsp	槼 踘
fmsf	跍
fmst	蹚
fmsn	踍
fmsl	鬹
fmsj	蹖
fmsq	踃 蹐
fmsx	嫢
fmsc	踌 蹡
fmss	跑
fmsr	踳 踷
fmsv	跂 踧
fmsy	躐 噣
fmrp	踝
fmrf	蹌
fmrn	嚙
fmrl	趻 踗
fmrg	跉
fmrj	跄
fmrq	跩
fmrx	蹋
fmrz	踨 踶
fmrs	跈 蹕
fmrv	踢 踼
fmvb	蹟
fmvp	躝
fmvq	践
fmvx	躃 躢
fmvw	躙
fmwm	跭
fmwf	路
fmwd	躟
fmwt	跓
fmwn	鹭
fmwh	跡
fmwq	鷺 跻
fmws	踤
fmwv	躞 躋
fmww	蹾
fmyf	跆 蹻
fmyg	踐
fmyk	躖
fmys	跷
fmyv	踵
fmyw	囉 踆
ffbs	斝
ffmb	賛
ffml	患
ffmj	唈
ffmq	駡
ffmv	鄼
fffp	噪 喿
ffff	碞
fffd	劋
fffh	喦 嵒
fffq	氉
fffs	嘽
fffv	鄵
ffdm	喌
ffdf	囂 嚣 嚻
ffds	辇
fftf	嘼
fftj	鼍
fftq	獸
fftx	鼉
ffnz	遻
ffkj	呺
ffkz	輦
ffkv	鄻
ffqf	器
ffxf	噐
ffzd	嗾
ffcw	嚴
ffsb	嘳
ffsf	嘂
ffrd	囅 辴
ffrg	戰
ffrq	鷤
ffrs	單
ffrv	唹 鄲
ffvb	顎
ffvd	卾
ffvn	鹗
ffvj	咢
ffvq	鶚
ffvz	遌
ffvs	覨
ffvr	颚
ffvv	鄂
ffyf	嚚
ffyw	雖
fdpm	噒
fdpx	喽
fdmg	嘎 吥
fdmk	呸
fdmz	嘥
fdmr	噌
fdmw	嗄
fdfj	啳
fddx	嘹
fdtt	喹
fdng	嘠
fdns	喕
fdnw	嚘
fdkm	嗌 旑
fdkd	咲
fdkn	咩
fdkk	嗟
fdkh	嗛
fdky	嗞
fdxc	噂
fdcd	啄
fdsn	喯
fdsg	啭
fdss	唴
fdsy	嗴
fdrg	唥
fdrj	唵
fdrc	嘚
fdrs	啴
fdvm	哘
fdvj	咵
ftdg	啈
ftdj	哋
ftdz	噠
fttg	啩
ftts	嘵
ftkd	喂
fthh	嚇
ftym	嗑
fnfd	囔
fndl	嗯
fndk	咽
fntf	啁
fnlk	啦
fngb	唺
fngx	哳
fnkm	咑
fnkk	嘓
fnhg	吶
fnhr	啪
fncf	嗣
fncx	翤
fnsk	呬
fnsy	嗤
fnrh	勋
fnrx	嘤
fnrv	郧
fnvs	唞
fnwk	啯
flbf	嗙
flbs	哗
flbr	啼
fldj	咃
flnf	嘀
flnk	嗰
flnj	吼
flnv	哪
flld	喉
flgf	噊
flgk	噔
flgz	嗵
flkb	嚨 噷
flkm	哬
flkf	呞
flkl	噫
flkq	旘
flkx	唼 噺
flks	嚫
flkr	喑
flkv	噇
flkw	噉
flhf	咖
flhq	嗋
flhx	喺
fljd	嚠
flxh	咿
flcs	喭
flsm	喡
flwq	噍 鷕
fgpp	嘛
fgpf	嚰
fgpn	嚤
fgpy	嚒
fgmy	囑
fgtt	嚡
fgnw	㘎
fgld	哌
fglh	嘞
fgls	咏
fggb	嚝
fggl	呝
fggq	唳
fgkt	喔
fght	嗁
fghn	嘱
fgjv	啷
fgxm	嘃
fgcq	嗻
fgcv	喥
fgsf	啹
fgrd	唰
fkpx	嘙
fkmq	嘕
fkfb	嗽
fkfm	呵
fkfd	喇
fkfk	哣 唖
fkfj	嘔
fkds	呯
fknb	噸
fknl	囇
fknj	吨
fknr	唡
fkgr	咦
fkhl	𫫇
fkhk	哑
fkhh	囁
fkhq	戢
fkhv	嗫
fkjt	號
fkjn	鸮
fkjg	饕 飸
fkjq	鴞
fkqg	哺
fkqr	嘈
fkxh	唦
fkxx	啛
fkxz	啑
fkzg	嗨
fkzz	嗹
fkzc	囀
fkcl	噁
fkck	啞
fkrp	唻
fkrg	啢
fkrk	咺
fkrj	咂
fkrr	唊
fkrw	嘜
fkry	哽
fkwj	哐
fkyt	咥
fkyj	呕
fhpf	啝
fhpd	唎
fhpn	唀
fhph	啾
fhpx	唩
fhps	嚟
fhmn	嚊
fhmq	嗅
fhms	嘷
fhfd	噳
fhdf	啱
fhdd	咷
fhdt	噃 旙
fhdn	呼
fhdv	喘
fhtb	囋
fhtm	嚧
fhtf	哠
fhnd	噢
fhnq	哦
fhlq	囐
fhlw	嗺
fhgv	喩
fhkf	噗
fhkg	嚱
fhkc	噱 嚉
fhhn	嘑
fhhk	嘘
fhhh	嘮
fhjg	哕
fhct	嘊
fhck	噓
fhsf	咶
fhsk	唾
fhsj	喢
fhrp	嚛
fhrd	喞
fhrq	唣
fhrs	嗥 唕 啲 噑
fhrw	喤 噭
fhyy	嘣
fjmd	喚
fjmr	噲
fjmv	嗖
fjft	嚵
fjfn	啽 嗱
fjfx	噏
fjfr	噞
fjnd	唤
fjlg	呣
fjlc	喙
fjgg	哆
fjkb	呉
fjkr	噜
fjqd	喻
fjqg	噈
fjqs	嘅
fjqr	嚕
fjxl	喼
fjcw	噡
fjvm	嘢
fjvq	嘫
fjvs	嘝
fqbg	咙
fqmh	呀
fqnq	鵑
fqjg	哤
fqqv	喐
fqxk	咗
fqcd	噥
fqsr	噆
fxbv	唚
fxmb	啸 嘨
fxmm	嘯
fxng	旔
fxlf	唔
fxkb	嗊
fxkr	唝
fxjg	呧
fxxc	噚
fxxs	嘐 噿
fxxw	嚁
fxsm	嚍
fxvx	嘌
fzbk	噎
fzbv	嗳
fzbw	噯
fzmd	啣
fzmc	嚼
fzmv	咋
fzmw	囖
fzff	嘻
fzfs	嘭
fzdm	旖
fzdj	施
fzdz	旞
fznw	旃
fzld	旅
fzln	哹 斿
fzlg	唌
fzlj	啂
fzlq	膂
fzlz	遊 旋
fzlc	嚋
fzlr	膐
fzgb	旎
fzgx	旂
fzgv	喛
fzkr	旆
fzhd	旐
fzht	旛
fzhn	嚹
fzhq	噅
fzhv	旌
fzjb	旟
fzjr	旝
fzxk	噬
fzxx	旚
fzzd	族
fzzn	𬸦
fzzh	嗂
fzzq	鷟
fzcb	旗
fzsq	嘸 旓
fzrg	旍
fzwk	旜
fzwh	旒
fzyd	嗘
fzyq	旄
fcbh	唠
fcfq	喊
fcfw	嚾
fctt	啀
fcty	囈
fcnb	噘
fclm	嗬
fclh	呖
fclj	呃 嚿
fclv	嚄
fckp	喋
fckf	嘆
fckj	呭
fckq	嚥
fcks	嘩
fchm	嚦
fcjp	囌
fcjf	嗒
fcjv	喱
fcqf	喏
fcxq	喴
fcsb	唭
fcsj	啿
fcsq	嘁
fcsx	嘶
fcrp	嗏
fcrd	嗼
fcrn	噧
fcrj	噶
fcrq	嚈
fcry	囆
fcvp	囒
fcvc	嗕
fcwf	嚆
fsbn	哱
fsbx	嗦
fsbz	嚏 嚔
fsmb	貴 嗩
fsmd	喫
fsmn	囓
fsml	嚖
fsmx	嘒 噄
fsmz	遺
fsft	噹 嘡
fsfj	嗈
fsfr	嚐
fsng	喃
fsnz	遗
fsnr	贵 唢
fskj	呡
fsks	咣
fshh	唙
fshv	鄙 𠳐
fsqn	哮
fsqr	啫
fsqv	嘟
fsqw	嘋
fszh	啕
fszy	嘲
fscb	噴
fscr	喷
fssg	噀
fsrp	嗪
fsrn	唪
fsvl	唿
fsvz	遣
fsyn	哅
frfx	嘍
frlb	嗿
frlf	唅
frll	唸
frlg	呤
frlk	喅
frlj	呛
frgf	啥
frgs	嗶 嚗
frkv	嘬 啺
frjv	𫑡
frxf	嗆
frsj	喝
frrt	唑
frvb	旕
frvl	乻
frvy	哙
frwn	噙
fvmb	嘖
fvns	唨
fvnr	啧
fvkm	啊
fvks	哟
fvvp	嗓
fvvk	咝
fvvj	嚪
fvvv	啜
fvwb	嚽
fvyx	嗉
fwbt	喨
fwbc	嚎
fwmr	喒
fwfd	嚷
fwdv	嚌
fwnf	嗃
fwlm	哼
fwln	啍
fwlw	噋
fwhd	裴
fwrs	啐
fwrw	囃
fwvw	噰
fwwl	噖
fwyh	旈
fwyq	唷 哜
fwyr	咳
fwyw	囄
fybb	蚍 螾 蠙
fybf	螛
fybd	螏
fybt	蜌 螲
fybl	螟
fybk	蝖
fybj	蜿
fybx	蛻 螉
fybz	蝊
fybc	蚡
fybr	蝔
fybw	唆
fyby	蚣 蚥 螝
fypx	蜥
fypy	蜙
fymb	蛽
fymm	蝞
fymd	蠉
fymg	虲 蠌
fymj	蚆 蟕
fymq	螞 嚑 蟔
fymx	蠳
fyms	蜆
fymv	蠼
fymw	蠷
fymy	蠋
fyfm	蠱 蚛
fyff	嘺
fyfd	蜈
fyfn	蜗 蝣
fyfj	蝇
fyfq	蜎
fyfs	蟬
fyfy	蟲
fydb	蝢 蠀
fydm	螠
fydf	蟮
fydd	蛚 蝡
fydt	蝰
fydn	蛘
fydk	蚽 蛢
fydh	螊
fydj	蜷 虵
fydq	蟻
fydx	蜕 蝼 蟟
fyds	蝉 蜣 蝒
fydr	蛳 蛨
fydv	嚅 蝤
fydy	螆
fytt	蛙 蠝
fyth	蜐
fytq	蝟 蠘
fytx	螺
fytz	蟽
fyts	蟯
fynp	蟂
fynm	蝐
fynf	蜩
fynt	蚺
fyng	蛷
fynk	蝈 蟈 蜠
fynj	蝄
fynx	蠅
fyns	蛆 蜖
fynv	蚦
fynw	蚒
fyny	蛧
fylb	蟘 蠬
fylp	蝚
fylm	蜢
fylf	螃 螪
fyld	蚗
fylt	螩
fyln	蛹 虸 蜬
fylg	蚮
fylh	呦 蛜 蛠
fylq	䗛 蝑 蟙 蟭
fylz	蟑
fylc	蚹
fylr	螧
fylw	嚯 蜼
fyly	蛟
fygb	蟥 蚭
fygm	蚓
fygf	蝸 螗 蜛
fygt	螔
fygn	蝷
fygg	蚇 蜋
fygh	蠊
fygq	蜧 螖 蟅
fygx	蚚
fygz	螁
fygc	蝙
fygr	蜡
fygv	蝦 螂
fygy	蚁 蠾
fykp	蝀 蟝
fykm	蚵 虰
fykd	蛱 蝲
fykt	蝠 蛭
fykn	虶 蛃
fykl	蟪
fykg	蜅 蜽
fykk	蛵
fykj	蚷 蝘
fykq	蜮
fykx	螹 蠮
fykz	蛼 蜨
fyks	哓 蚲
fykr	螬 䗖 蛦 蛺
fykw	蟶
fyhb	螕
fyhp	蟍 蠑
fyhm	蠦
fyhf	蛞 蛅 蛈 蝂 蠵
fyhd	蜊
fyht	蟠
fyhn	哞 蜏 蝺
fyhl	蟋 螅 蟌
fyhg	蜓
fyhk	螘
fyhh	蟧
fyhq	蛾 虴 螑
fyhx	蜲
fyhs	蝌
fyhr	螄
fyhw	蝗
fyjb	蝜
fyjp	蜍
fyjf	蛤
fyjd	蝓 蝍
fyjn	蠏
fyjg	蛥
fyjj	蛫 蜭
fyjc	蜦 蝝
fyjs	蜺
fyjv	螋
